series,product_type,image_type,filename,filepath,priority
ert3036,Electric Fireplaces,Hi-Res Images,superior-elfp-ert3000-36-hires-1.tif,superior_source/Hi-Res Images/Electric Fireplaces/superior-elfp-ert3000-36-hires-1.tif,1
"DRL3000-42-Surround,-Black",/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRL3000 Accessories,Web Images,"DRL3000-42-Surround,-Black.jpg","superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRL3000 Accessories/DRL3000-42-Surround,-Black.jpg",
WCT6840,/Indoor Fireplaces,Web Images,WCT6840.jpg,superior_source/Web Images/Indoor Fireplaces/WCT6840.jpg,
DRC3000 2,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRC3000 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRC3000 2.jpg,2
_WRE6800_Ivory Herringbone_3030128,/Outdoor Fireplaces,Web Images,Superior_WRE6800_Ivory Herringbone_3030128.jpg,superior_source/Web Images/Outdoor Fireplaces/Superior_WRE6800_Ivory Herringbone_3030128.jpg,
Red Herringbone Panel,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRCT3000 Accessories,Web Images,Red Herringbone Panel.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRCT3000 Accessories/Red Herringbone Panel.jpg,
VFGT24,/Gas Logs/Vent-Free,Web Images,VFGT24.jpg,superior_source/Web Images/Gas Logs/Vent-Free/VFGT24.jpg,
 54_ Stainless Surround_Room,/Accessories/Decorative Surround Kits,Web Images,SUPERIOR 54_ Stainless Surround_Room.jpg,superior_source/Web Images/Accessories/Decorative Surround Kits/SUPERIOR 54_ Stainless Surround_Room.jpg,
Dark-Tint-Outdoor-Window-Kit,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT63ST Accessories,Web Images,Dark-Tint-Outdoor-Window-Kit.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT63ST Accessories/Dark-Tint-Outdoor-Window-Kit.jpg,
wct6940,Wood Fireplaces,Hi-Res Images,superior-wbfp-wct6940-hires-1.tif,superior_source/Hi-Res Images/Wood Fireplaces/superior-wbfp-wct6940-hires-1.tif,1
wrt3920,Wood Fireplaces,Hi-Res Images,superior-wbfp-wrt3920-hires-1.tif,superior_source/Hi-Res Images/Wood Fireplaces/superior-wbfp-wrt3920-hires-1.tif,1
Mosaic Masonry Bi-Fold Door Brushed Brass Finish Swatch,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRE3000 Accessories,Web Images,Mosaic Masonry Bi-Fold Door Brushed Brass Finish Swatch.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRE3000 Accessories/Mosaic Masonry Bi-Fold Door Brushed Brass Finish Swatch.jpg,
wrt4500,Wood Fireplaces,Hi-Res Images,superior-wbfp-wrt4500-42-hires-1.tif,superior_source/Hi-Res Images/Wood Fireplaces/superior-wbfp-wrt4500-42-hires-1.tif,1
wrt4542,Wood Fireplaces,Hi-Res Images,superior-wbfp-wrt4500-42-hires-1.tif,superior_source/Hi-Res Images/Wood Fireplaces/superior-wbfp-wrt4500-42-hires-1.tif,1
DRT40CL,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRT40CL.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRT40CL.jpg,
VCM3026,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces,Web Images,VCM3026.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces/VCM3026.jpg,
DRI2530TEN,/Indoor Fireplaces,Web Images,DRI2530TEN.jpg,superior_source/Web Images/Indoor Fireplaces/DRI2530TEN.jpg,
DRL4543 3,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRL4543 3.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRL4543 3.jpg,3
DRT6300_Liners_DT_27278464_Print,/Indoor Fireplaces,Web Images,DRT6300_Liners_DT_27278464_Print.jpg,superior_source/Web Images/Indoor Fireplaces/DRT6300_Liners_DT_27278464_Print.jpg,
ERT3000,/Superior Images/Superior Fireplaces/Superior Electric Fireplaces,Web Images,ERT3000.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Electric Fireplaces/ERT3000.jpg,
DRI3030-Architectural-Stone-Liner,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRI3030 Accessories,Web Images,DRI3030-Architectural-Stone-Liner.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRI3030 Accessories/DRI3030-Architectural-Stone-Liner.jpg,
LBG24SM,/Gas Logs/Vent-Free,Web Images,LBG24SM.jpg,superior_source/Web Images/Gas Logs/Vent-Free/LBG24SM.jpg,
VRT4000Z-VCT4000Z,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces,Web Images,VRT4000Z-VCT4000Z.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces/VRT4000Z-VCT4000Z.jpg,
crescenthill,Gas Logs,Hi-Res Images,superior-vflg-crescenthill-hires-1.tif,superior_source/Hi-Res Images/Gas Logs/superior-vflg-crescenthill-hires-1.tif,1
BCT2536,/Indoor Fireplaces,Web Images,BCT2536.jpg,superior_source/Web Images/Indoor Fireplaces/BCT2536.jpg,
drt63ST,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt63ST-hires-2.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt63ST-hires-2.tif,2
VRT6000 1,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces,Web Images,VRT6000 1.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces/VRT6000 1.jpg,1
_WRE45_White Herringbone_76534538,/Indoor Fireplaces,Web Images,Superior_WRE45_White Herringbone_76534538.jpg,superior_source/Web Images/Indoor Fireplaces/Superior_WRE45_White Herringbone_76534538.jpg,
Cast Surround Decorative Keystone,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRT3820 Accessories,Web Images,Cast Surround Decorative Keystone.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRT3820 Accessories/Cast Surround Decorative Keystone.jpg,
DRT63ST,/Indoor Fireplaces,Web Images,DRT63ST.jpg,superior_source/Web Images/Indoor Fireplaces/DRT63ST.jpg,
WRT3820 2,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WRT3820 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WRT3820 2.jpg,2
"Surround-,-Black-Satin",/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRL6500 Accessories,Web Images,"Surround-,-Black-Satin.jpg","superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRL6500 Accessories/Surround-,-Black-Satin.jpg",
WRT4500 3,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WRT4500 3.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WRT4500 3.jpg,3
wrt6000,Wood Fireplaces,Hi-Res Images,superior-wbfp-wrt6000-42-hires-2.tif,superior_source/Hi-Res Images/Wood Fireplaces/superior-wbfp-wrt6000-42-hires-2.tif,2
wrt6042,Wood Fireplaces,Hi-Res Images,superior-wbfp-wrt6000-42-hires-2.tif,superior_source/Hi-Res Images/Wood Fireplaces/superior-wbfp-wrt6000-42-hires-2.tif,2
Smokey Mountain LBG-SM,/Superior Images/Superior Gas Logs/Superior Vent-Free Logs,Web Images,Smokey Mountain LBG-SM.jpg,superior_source/Web Images/Superior Images/Superior Gas Logs/Superior Vent-Free Logs/Smokey Mountain LBG-SM.jpg,
WRT4820 1,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WRT4820 1.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WRT4820 1.jpg,1
VRE6000 3,/Superior Images/Superior Outdoor Products,Web Images,VRE6000 3.jpg,superior_source/Web Images/Superior Images/Superior Outdoor Products/VRE6000 3.jpg,3
WCT6820 Cast Iron Door,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WCT6820 Accessories,Web Images,WCT6820 Cast Iron Door.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WCT6820 Accessories/WCT6820 Cast Iron Door.jpg,
WRE6000,/Outdoor Fireplaces,Web Images,WRE6000.jpg,superior_source/Web Images/Outdoor Fireplaces/WRE6000.jpg,
DRI3030TENC,/Superior Images/Superior Inserts,Web Images,DRI3030TENC.jpg,superior_source/Web Images/Superior Images/Superior Inserts/DRI3030TENC.jpg,
DRT4000_Shareable_Print,/Indoor Fireplaces,Web Images,DRT4000_Shareable_Print.jpg,superior_source/Web Images/Indoor Fireplaces/DRT4000_Shareable_Print.jpg,
WRT35ST,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WRT35ST.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WRT35ST.jpg,
DRT3500 2,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRT3500 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRT3500 2.jpg,2
WXS2021,/Superior Images/Superior Stoves,Web Images,WXS2021.jpg,superior_source/Web Images/Superior Images/Superior Stoves/WXS2021.jpg,
drc3500,Gas Fireplaces,Hi-Res Images,superior-dvfp-drc3500-40-hires-2.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drc3500-40-hires-2.tif,2
drc3540,Gas Fireplaces,Hi-Res Images,superior-dvfp-drc3500-40-hires-2.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drc3500-40-hires-2.tif,2
VTDGT24 Setting,/Gas Logs/Vented,Web Images,VTDGT24 Setting.jpg,superior_source/Web Images/Gas Logs/Vented/VTDGT24 Setting.jpg,
Mission-Style-Andiron-Kit,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT6300 Accessories,Web Images,Mission-Style-Andiron-Kit.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT6300 Accessories/Mission-Style-Andiron-Kit.jpg,
Buff-Rustic-Liner,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT6300 Accessories,Web Images,Buff-Rustic-Liner.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT6300 Accessories/Buff-Rustic-Liner.jpg,
wrt3920,Wood Fireplaces,Hi-Res Images,superior-wbfp-wrt3920-hires-2.tif,superior_source/Hi-Res Images/Wood Fireplaces/superior-wbfp-wrt3920-hires-2.tif,2
BRT2500 3,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior B-Vent Fireplaces,Web Images,BRT2500 3.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior B-Vent Fireplaces/BRT2500 3.jpg,3
wre4500,Outdoor Products,Hi-Res Images,superior-owbfp-wre4500-42-hires-1.tif,superior_source/Hi-Res Images/Outdoor Products/superior-owbfp-wre4500-42-hires-1.tif,1
wre4542,Outdoor Products,Hi-Res Images,superior-owbfp-wre4500-42-hires-1.tif,superior_source/Hi-Res Images/Outdoor Products/superior-owbfp-wre4500-42-hires-1.tif,1
Deluxe Brushed Stainless Hood Kit and Doors,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/VRE4300 Accessories,Web Images,Deluxe Brushed Stainless Hood Kit and Doors.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/VRE4300 Accessories/Deluxe Brushed Stainless Hood Kit and Doors.jpg,
DRT404045 2,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRT404045 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRT404045 2.jpg,2
Townsend Bark LVD-TB,/Superior Images/Superior Gas Logs/Superior Vent-Free Logs,Web Images,Townsend Bark LVD-TB.jpg,superior_source/Web Images/Superior Images/Superior Gas Logs/Superior Vent-Free Logs/Townsend Bark LVD-TB.jpg,
WCT6840 Black Door,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WCT6840 Accessories,Web Images,WCT6840 Black Door.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WCT6840 Accessories/WCT6840 Black Door.jpg,
WRT4500 2,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WRT4500 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WRT4500 2.jpg,2
VRT4000,/Indoor Fireplaces,Web Images,VRT4000.jpg,superior_source/Web Images/Indoor Fireplaces/VRT4000.jpg,
"Glass-Media,-Reflective-Black",/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRL6500 Accessories,Web Images,"Glass-Media,-Reflective-Black.jpg","superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRL6500 Accessories/Glass-Media,-Reflective-Black.jpg",
BCT2500,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior B-Vent Fireplaces,Web Images,BCT2500.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior B-Vent Fireplaces/BCT2500.jpg,
vre4543,Outdoor Products,Hi-Res Images,superior-ovffp-vre4543-hires-1.tif,superior_source/Hi-Res Images/Outdoor Products/superior-ovffp-vre4543-hires-1.tif,1
_Stainless Room2,/Accessories/Decorative Surround Kits,Web Images,SUPERIOR_Stainless Room2.jpg,superior_source/Web Images/Accessories/Decorative Surround Kits/SUPERIOR_Stainless Room2.jpg,
DRT63ST 2,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRT63ST 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRT63ST 2.jpg,2
WRT3000-WCT3000 1,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WRT3000-WCT3000 1.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WRT3000-WCT3000 1.jpg,1
wre6000,Outdoor Products,Hi-Res Images,superior-owbfp-wre6000-36-hires-2.tif,superior_source/Hi-Res Images/Outdoor Products/superior-owbfp-wre6000-36-hires-2.tif,2
wre6036,Outdoor Products,Hi-Res Images,superior-owbfp-wre6000-36-hires-2.tif,superior_source/Hi-Res Images/Outdoor Products/superior-owbfp-wre6000-36-hires-2.tif,2
vre6000,Outdoor Products,Hi-Res Images,superior-ovffb-vre6000-42-hires-1.tif,superior_source/Hi-Res Images/Outdoor Products/superior-ovffb-vre6000-42-hires-1.tif,1
vre6042,Outdoor Products,Hi-Res Images,superior-ovffb-vre6000-42-hires-1.tif,superior_source/Hi-Res Images/Outdoor Products/superior-ovffb-vre6000-42-hires-1.tif,1
MHW36,/Superior Images/Superior Manufactured Housing,Web Images,MHW36.jpg,superior_source/Web Images/Superior Images/Superior Manufactured Housing/MHW36.jpg,
Buff-Brick-Liner,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT3500 Accessories,Web Images,Buff-Brick-Liner.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT3500 Accessories/Buff-Brick-Liner.jpg,
DRI3030-Tan-Brick-Liner,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRI3030 Accessories,Web Images,DRI3030-Tan-Brick-Liner.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRI3030 Accessories/DRI3030-Tan-Brick-Liner.jpg,
WRT40PN,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WRT40PN.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WRT40PN.jpg,
Classic-Style-Andiron-Kit,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT6300 Accessories,Web Images,Classic-Style-Andiron-Kit.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT6300 Accessories/Classic-Style-Andiron-Kit.jpg,
Classic-Screen-Kit,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT6300 Accessories,Web Images,Classic-Screen-Kit.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT6300 Accessories/Classic-Screen-Kit.jpg,
DRT30ST_Black_Shareable_Print,/Indoor Fireplaces,Web Images,DRT30ST_Black_Shareable_Print.jpg,superior_source/Web Images/Indoor Fireplaces/DRT30ST_Black_Shareable_Print.jpg,
Mosaic Masonry Bi-Fold Door Platinum Finish Swatch,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRCT3000 Accessories,Web Images,Mosaic Masonry Bi-Fold Door Platinum Finish Swatch.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRCT3000 Accessories/Mosaic Masonry Bi-Fold Door Platinum Finish Swatch.jpg,
Vintage Liner,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/VRT4000Z Accessories,Web Images,Vintage Liner.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/VRT4000Z Accessories/Vintage Liner.jpg,
VRT43PF-VCT43PF,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces,Web Images,VRT43PF-VCT43PF.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces/VRT43PF-VCT43PF.jpg,
drt3500,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt3500-40-hires-2.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt3500-40-hires-2.tif,2
drt3540,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt3500-40-hires-2.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt3500-40-hires-2.tif,2
LBG24BM,/Gas Logs/Vent-Free,Web Images,LBG24BM.jpg,superior_source/Web Images/Gas Logs/Vent-Free/LBG24BM.jpg,
"Remote,-Simple-On-Off",/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT4000 Accessories,Web Images,"Remote,-Simple-On-Off.jpg","superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT4000 Accessories/Remote,-Simple-On-Off.jpg",
VRL4543 Decorative Face Trim Frame Aged Copper,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/VRL4543 Accessories,Web Images,VRL4543 Decorative Face Trim Frame Aged Copper.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/VRL4543 Accessories/VRL4543 Decorative Face Trim Frame Aged Copper.jpg,
VRT4500 2,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces,Web Images,VRT4500 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces/VRT4500 2.jpg,2
DRL4543_SS_10582207_Print,/Indoor Fireplaces,Web Images,DRL4543_SS_10582207_Print.jpg,superior_source/Web Images/Indoor Fireplaces/DRL4543_SS_10582207_Print.jpg,
WCT6820 1,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WCT6820 1.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WCT6820 1.jpg,1
vrt6000,Gas Fireplaces,Hi-Res Images,superior-vffb-vrt6000-42-hires-2.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-vffb-vrt6000-42-hires-2.tif,2
vrt6042,Gas Fireplaces,Hi-Res Images,superior-vffb-vrt6000-42-hires-2.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-vffb-vrt6000-42-hires-2.tif,2
WCT6840 1,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WCT6840 1.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WCT6840 1.jpg,1
DRI3030-Traditional-Face-Black,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRI3030 Accessories,Web Images,DRI3030-Traditional-Face-Black.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRI3030 Accessories/DRI3030-Traditional-Face-Black.jpg,
BRT2500 1,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior B-Vent Fireplaces,Web Images,BRT2500 1.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior B-Vent Fireplaces/BRT2500 1.jpg,1
LVD24PP,/Gas Logs/Vent-Free,Web Images,LVD24PP.jpg,superior_source/Web Images/Gas Logs/Vent-Free/LVD24PP.jpg,
ert3027,Electric Fireplaces,Hi-Res Images,superior-elfp-ert3027-hires-1.tif,superior_source/Hi-Res Images/Electric Fireplaces/superior-elfp-ert3027-hires-1.tif,1
DRT3000 1,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRT3000 1.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRT3000 1.jpg,1
WRT40ST,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WRT40ST.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WRT40ST.jpg,
VRT43ST-VCT43ST 2,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces,Web Images,VRT43ST-VCT43ST 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces/VRT43ST-VCT43ST 2.jpg,2
Buff-Herringbone-Liner,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT6300 Accessories,Web Images,Buff-Herringbone-Liner.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT6300 Accessories/Buff-Herringbone-Liner.jpg,
WCT6840 Black Façade,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WCT6840 Accessories,Web Images,WCT6840 Black Façade.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WCT6840 Accessories/WCT6840 Black Façade.jpg,
DRT2000,/Indoor Fireplaces,Web Images,DRT2000.jpg,superior_source/Web Images/Indoor Fireplaces/DRT2000.jpg,
VRT3000-VCT3000 2,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces,Web Images,VRT3000-VCT3000 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces/VRT3000-VCT3000 2.jpg,2
