series,product_type,image_type,filename,filepath,priority
BRT4000 3,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior B-Vent Fireplaces,Web Images,BRT4000 3.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior B-Vent Fireplaces/BRT4000 3.jpg,3
drt4200,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt4200-45-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt4200-45-hires-1.tif,1
drt4245,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt4200-45-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt4200-45-hires-1.tif,1
DRL3000 1,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRL3000 1.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRL3000 1.jpg,1
drl6000,Gas Fireplaces,Hi-Res Images,superior-dvfp-drl6000-72-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drl6000-72-hires-1.tif,1
drl6072,Gas Fireplaces,Hi-Res Images,superior-dvfp-drl6000-72-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drl6000-72-hires-1.tif,1
 VRE4600,/Outdoor Fireplaces,Web Images,Superior VRE4600.jpg,superior_source/Web Images/Outdoor Fireplaces/Superior VRE4600.jpg,
DRT6300 2,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRT6300 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRT6300 2.jpg,2
WRT4820 Square Pane Black Door,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRT4820 Accessories,Web Images,WRT4820 Square Pane Black Door.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRT4820 Accessories/WRT4820 Square Pane Black Door.jpg,
ruggedstack,Gas Logs,Hi-Res Images,superior-vflg-ruggedstack-hires-1.tif,superior_source/Hi-Res Images/Gas Logs/superior-vflg-ruggedstack-hires-1.tif,1
VF 1824 BTB,/Superior Images/Superior Gas Logs/Superior Vent-Free Logs,Web Images,VF 1824 BTB.jpg,superior_source/Web Images/Superior Images/Superior Gas Logs/Superior Vent-Free Logs/VF 1824 BTB.jpg,
DRT3000 2,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRT3000 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRT3000 2.jpg,2
multisided,Gas Logs,Hi-Res Images,superior-vflg-multisided-hires-1.tif,superior_source/Hi-Res Images/Gas Logs/superior-vflg-multisided-hires-1.tif,1
DRT30PF_Liner_GT_152494941_Print,/Indoor Fireplaces,Web Images,DRT30PF_Liner_GT_152494941_Print.jpg,superior_source/Web Images/Indoor Fireplaces/DRT30PF_Liner_GT_152494941_Print.jpg,
_WRT3800_White Stacked Brick,/Indoor Fireplaces,Web Images,Superior_WRT3800_White Stacked Brick.jpg,superior_source/Web Images/Indoor Fireplaces/Superior_WRT3800_White Stacked Brick.jpg,
WRT6000 2,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WRT6000 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WRT6000 2.jpg,2
drt4000,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt4000-40-hires-2.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt4000-40-hires-2.tif,2
drt4040,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt4000-40-hires-2.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt4000-40-hires-2.tif,2
WRE4500 2,/Superior Images/Superior Outdoor Products,Web Images,WRE4500 2.jpg,superior_source/Web Images/Superior Images/Superior Outdoor Products/WRE4500 2.jpg,2
Arlington Oak FSLR,/Superior Images/Superior Gas Logs/Superior Vented Logs,Web Images,Arlington Oak FSLR.jpg,superior_source/Web Images/Superior Images/Superior Gas Logs/Superior Vented Logs/Arlington Oak FSLR.jpg,
WRT6000,/Indoor Fireplaces,Web Images,WRT6000.jpg,superior_source/Web Images/Indoor Fireplaces/WRT6000.jpg,
HCM24RF,/Gas Logs/Vented,Web Images,HCM24RF.jpg,superior_source/Web Images/Gas Logs/Vented/HCM24RF.jpg,
VRE4300 1,/Superior Images/Superior Outdoor Products,Web Images,VRE4300 1.jpg,superior_source/Web Images/Superior Images/Superior Outdoor Products/VRE4300 1.jpg,1
Boulder Mountain LBG-BM,/Superior Images/Superior Gas Logs/Superior Vent-Free Logs,Web Images,Boulder Mountain LBG-BM.jpg,superior_source/Web Images/Superior Images/Superior Gas Logs/Superior Vent-Free Logs/Boulder Mountain LBG-BM.jpg,
WRT3042,/Indoor Fireplaces,Web Images,WRT3042.jpg,superior_source/Web Images/Indoor Fireplaces/WRT3042.jpg,
wre6000,Outdoor Products,Hi-Res Images,superior-owbfp-wre6000-36-hires-1.tif,superior_source/Hi-Res Images/Outdoor Products/superior-owbfp-wre6000-36-hires-1.tif,1
wre6036,Outdoor Products,Hi-Res Images,superior-owbfp-wre6000-36-hires-1.tif,superior_source/Hi-Res Images/Outdoor Products/superior-owbfp-wre6000-36-hires-1.tif,1
vrt3100,Gas Fireplaces,Hi-Res Images,superior-vffb-vrt3100-36-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-vffb-vrt3100-36-hires-1.tif,1
vrt3136,Gas Fireplaces,Hi-Res Images,superior-vffb-vrt3100-36-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-vffb-vrt3100-36-hires-1.tif,1
Mosaic Masonry Bi-Fold Door Ebony Finish,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRCT3000 Accessories,Web Images,Mosaic Masonry Bi-Fold Door Ebony Finish.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRCT3000 Accessories/Mosaic Masonry Bi-Fold Door Ebony Finish.jpg,
gianttimbersOD,Gas Logs,Hi-Res Images,superior-vflg-gianttimbersOD-hires-2.tif,superior_source/Hi-Res Images/Gas Logs/superior-vflg-gianttimbersOD-hires-2.tif,2
Red Stacked Panel,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRCT3000 Accessories,Web Images,Red Stacked Panel.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRCT3000 Accessories/Red Stacked Panel.jpg,
Mosaic Masonry Bi-Fold Door Ebony Finish Swatch,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRCT3000 Accessories,Web Images,Mosaic Masonry Bi-Fold Door Ebony Finish Swatch.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRCT3000 Accessories/Mosaic Masonry Bi-Fold Door Ebony Finish Swatch.jpg,
"DRL3000-42-Surround,-Stainless-Matte",/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRL3000 Accessories,Web Images,"DRL3000-42-Surround,-Stainless-Matte.jpg","superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRL3000 Accessories/DRL3000-42-Surround,-Stainless-Matte.jpg",
drl2000,Gas Fireplaces,Hi-Res Images,superior-dvfp-drl2000-55-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drl2000-55-hires-1.tif,1
drl2055,Gas Fireplaces,Hi-Res Images,superior-dvfp-drl2000-55-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drl2000-55-hires-1.tif,1
gianttimbersOD,Gas Logs,Hi-Res Images,superior-vflg-gianttimbersOD-hires-1.tif,superior_source/Hi-Res Images/Gas Logs/superior-vflg-gianttimbersOD-hires-1.tif,1
VRT2536 MH,/Superior Images/Superior Manufactured Housing,Web Images,VRT2536 MH.jpg,superior_source/Web Images/Superior Images/Superior Manufactured Housing/VRT2536 MH.jpg,
WCT4820 Contemporary Arch Shape Door Black,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WCT4820 Accessories,Web Images,WCT4820 Contemporary Arch Shape Door Black.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WCT4820 Accessories/WCT4820 Contemporary Arch Shape Door Black.jpg,
drt2000,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt2000-35-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt2000-35-hires-1.tif,1
drt2035,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt2000-35-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt2000-35-hires-1.tif,1
CIS BV,/Superior Images/Superior Stoves,Web Images,CIS BV.jpg,superior_source/Web Images/Superior Images/Superior Stoves/CIS BV.jpg,
drl6000ST,Gas Fireplaces,Hi-Res Images,superior-dvfp-drl6000ST-60-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drl6000ST-60-hires-1.tif,1
drl6060ST,Gas Fireplaces,Hi-Res Images,superior-dvfp-drl6000ST-60-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drl6000ST-60-hires-1.tif,1
WRT4826 1,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WRT4826 1.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WRT4826 1.jpg,1
Mosaic Masonry Bi-Fold Door Pewter Finish,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRE3000 Accessories,Web Images,Mosaic Masonry Bi-Fold Door Pewter Finish.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRE3000 Accessories/Mosaic Masonry Bi-Fold Door Pewter Finish.jpg,
drt2033,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt2033-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt2033-hires-1.tif,1
ert3000,Electric Fireplaces,Hi-Res Images,superior-elfp-ert3000-33-hires-1.tif,superior_source/Hi-Res Images/Electric Fireplaces/superior-elfp-ert3000-33-hires-1.tif,1
ert3033,Electric Fireplaces,Hi-Res Images,superior-elfp-ert3000-33-hires-1.tif,superior_source/Hi-Res Images/Electric Fireplaces/superior-elfp-ert3000-33-hires-1.tif,1
"Glass-Media,-Goldfinger",/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRL6500 Accessories,Web Images,"Glass-Media,-Goldfinger.jpg","superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRL6500 Accessories/Glass-Media,-Goldfinger.jpg",
DRT3500 1,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRT3500 1.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRT3500 1.jpg,1
vrt4500,Gas Fireplaces,Hi-Res Images,superior-vffb-vrt4500-42-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-vffb-vrt4500-42-hires-1.tif,1
vrt4542,Gas Fireplaces,Hi-Res Images,superior-vffb-vrt4500-42-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-vffb-vrt4500-42-hires-1.tif,1
VillaVista_grills,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRT4826 Accessories,Web Images,VillaVista_grills.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRT4826 Accessories/VillaVista_grills.jpg,
WRT40CR,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WRT40CR.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WRT40CR.jpg,
vrl4543,Gas Fireplaces,Hi-Res Images,superior-vffp-vrl4543-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-vffp-vrl4543-hires-1.tif,1
LVD24CH,/Gas Logs/Vent-Free,Web Images,LVD24CH.jpg,superior_source/Web Images/Gas Logs/Vent-Free/LVD24CH.jpg,
DRT6300 1,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRT6300 1.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRT6300 1.jpg,1
VRE4300 2,/Superior Images/Superior Outdoor Products,Web Images,VRE4300 2.jpg,superior_source/Web Images/Superior Images/Superior Outdoor Products/VRE4300 2.jpg,2
DRT40PF_Liner_GT_152494941_Print,/Indoor Fireplaces,Web Images,DRT40PF_Liner_GT_152494941_Print.jpg,superior_source/Web Images/Indoor Fireplaces/DRT40PF_Liner_GT_152494941_Print.jpg,
drt400ST,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt400ST-40-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt400ST-40-hires-1.tif,1
drt440ST,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt400ST-40-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt400ST-40-hires-1.tif,1
vcm3026,Gas Fireplaces,Hi-Res Images,superior-vffp-vcm3026-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-vffp-vcm3026-hires-1.tif,1
CIS VF,/Superior Images/Superior Stoves,Web Images,CIS VF.jpg,superior_source/Web Images/Superior Images/Superior Stoves/CIS VF.jpg,
Vintage Oak LVS-VO,/Superior Images/Superior Gas Logs/Superior Vent-Free Logs,Web Images,Vintage Oak LVS-VO.jpg,superior_source/Web Images/Superior Images/Superior Gas Logs/Superior Vent-Free Logs/Vintage Oak LVS-VO.jpg,
drt6300,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt6300-40-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt6300-40-hires-1.tif,1
drt6340,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt6300-40-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt6300-40-hires-1.tif,1
drt3500,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt3500-40-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt3500-40-hires-1.tif,1
drt3540,Gas Fireplaces,Hi-Res Images,superior-dvfp-drt3500-40-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drt3500-40-hires-1.tif,1
VRE6000 2,/Superior Images/Superior Outdoor Products,Web Images,VRE6000 2.jpg,superior_source/Web Images/Superior Images/Superior Outdoor Products/VRE6000 2.jpg,2
VRT2536,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces,Web Images,VRT2536.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Vent-Free Fireplaces/VRT2536.jpg,
BRT2500 2,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior B-Vent Fireplaces,Web Images,BRT2500 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior B-Vent Fireplaces/BRT2500 2.jpg,2
VRT43ST,/Indoor Fireplaces,Web Images,VRT43ST.jpg,superior_source/Web Images/Indoor Fireplaces/VRT43ST.jpg,
vrt3200,Gas Fireplaces,Hi-Res Images,superior-vffb-vrt3200-32-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-vffb-vrt3200-32-hires-1.tif,1
vrt3232,Gas Fireplaces,Hi-Res Images,superior-vffb-vrt3200-32-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-vffb-vrt3200-32-hires-1.tif,1
Round Top Wood Nook,/Indoor Fireplaces,Web Images,Round Top Wood Nook.jpg,superior_source/Web Images/Indoor Fireplaces/Round Top Wood Nook.jpg,
BRT4000 2,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior B-Vent Fireplaces,Web Images,BRT4000 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior B-Vent Fireplaces/BRT4000 2.jpg,2
FMLR24,/Gas Logs/Vented,Web Images,FMLR24.jpg,superior_source/Web Images/Gas Logs/Vented/FMLR24.jpg,
Dual-Arch-Screen-Kit,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT6300 Accessories,Web Images,Dual-Arch-Screen-Kit.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/DRT6300 Accessories/Dual-Arch-Screen-Kit.jpg,
VRT6000,/Indoor Fireplaces,Web Images,VRT6000.jpg,superior_source/Web Images/Indoor Fireplaces/VRT6000.jpg,
ERT4000 2,/Superior Images/Superior Fireplaces/Superior Electric Fireplaces,Web Images,ERT4000 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Electric Fireplaces/ERT4000 2.jpg,2
DRL4000 ROOM New Room 2019,/Indoor Fireplaces,Web Images,DRL4000 ROOM New Room 2019.jpg,superior_source/Web Images/Indoor Fireplaces/DRL4000 ROOM New Room 2019.jpg,
wct2000,Wood Fireplaces,Hi-Res Images,superior-wbfp-wct2000-36-hires-1.tif,superior_source/Hi-Res Images/Wood Fireplaces/superior-wbfp-wct2000-36-hires-1.tif,1
wct2036,Wood Fireplaces,Hi-Res Images,superior-wbfp-wct2000-36-hires-1.tif,superior_source/Hi-Res Images/Wood Fireplaces/superior-wbfp-wct2000-36-hires-1.tif,1
ERT4000,/Superior Images/Superior Fireplaces/Superior Electric Fireplaces,Web Images,ERT4000.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Electric Fireplaces/ERT4000.jpg,
dri2000,Stoves _ Inserts,Hi-Res Images,superior-dvin-dri2000-27-hires-1.tif,superior_source/Hi-Res Images/Stoves _ Inserts/superior-dvin-dri2000-27-hires-1.tif,1
dri2027,Stoves _ Inserts,Hi-Res Images,superior-dvin-dri2000-27-hires-1.tif,superior_source/Hi-Res Images/Stoves _ Inserts/superior-dvin-dri2000-27-hires-1.tif,1
ERT3027,/Superior Images/Superior Fireplaces/Superior Electric Fireplaces,Web Images,ERT3027.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Electric Fireplaces/ERT3027.jpg,
DRC3000 1,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRC3000 1.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRC3000 1.jpg,1
VRE4000 1,/Superior Images/Superior Outdoor Products,Web Images,VRE4000 1.jpg,superior_source/Web Images/Superior Images/Superior Outdoor Products/VRE4000 1.jpg,1
DRL4543 2,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRL4543 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRL4543 2.jpg,2
_WRE3800_Warm Red Stacked Brick_32351851,/Outdoor Fireplaces,Web Images,Superior_WRE3800_Warm Red Stacked Brick_32351851.jpg,superior_source/Web Images/Outdoor Fireplaces/Superior_WRE3800_Warm Red Stacked Brick_32351851.jpg,
WCT4820 2,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WCT4820 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WCT4820 2.jpg,2
VRE3000,/Superior Images/Superior Outdoor Products,Web Images,VRE3000.jpg,superior_source/Web Images/Superior Images/Superior Outdoor Products/VRE3000.jpg,
vrt4000z,Gas Fireplaces,Hi-Res Images,superior-vffp-vrt4000z-32-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-vffp-vrt4000z-32-hires-1.tif,1
vrt4032z,Gas Fireplaces,Hi-Res Images,superior-vffp-vrt4000z-32-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-vffp-vrt4000z-32-hires-1.tif,1
wrt3500,Wood Fireplaces,Hi-Res Images,superior-wbfp-wrt3500-38-hires-1.tif,superior_source/Hi-Res Images/Wood Fireplaces/superior-wbfp-wrt3500-38-hires-1.tif,1
wrt3538,Wood Fireplaces,Hi-Res Images,superior-wbfp-wrt3500-38-hires-1.tif,superior_source/Hi-Res Images/Wood Fireplaces/superior-wbfp-wrt3500-38-hires-1.tif,1
DRC2000,/Indoor Fireplaces,Web Images,DRC2000.jpg,superior_source/Web Images/Indoor Fireplaces/DRC2000.jpg,
drc2000,Gas Fireplaces,Hi-Res Images,superior-dvfp-drc2000-35-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drc2000-35-hires-1.tif,1
drc2035,Gas Fireplaces,Hi-Res Images,superior-dvfp-drc2000-35-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drc2000-35-hires-1.tif,1
Giant Timbers LMF-GT,/Superior Images/Superior Gas Logs/Superior Vent-Free Logs,Web Images,Giant Timbers LMF-GT.jpg,superior_source/Web Images/Superior Images/Superior Gas Logs/Superior Vent-Free Logs/Giant Timbers LMF-GT.jpg,
WRT2000-WCT2000 2,/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces,Web Images,WRT2000-WCT2000 2.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Wood Burning Fireplaces/WRT2000-WCT2000 2.jpg,2
mossyoakOD,Gas Logs,Hi-Res Images,superior-vflg-mossyoakOD-hires-1.tif,superior_source/Hi-Res Images/Gas Logs/superior-vflg-mossyoakOD-hires-1.tif,1
DRL4543 1,/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces,Web Images,DRL4543 1.jpg,superior_source/Web Images/Superior Images/Superior Fireplaces/Superior Gas Fireplaces/Superior Direct Vent Fireplaces/DRL4543 1.jpg,1
HCA24RF,/Gas Logs/Vented,Web Images,HCA24RF.jpg,superior_source/Web Images/Gas Logs/Vented/HCA24RF.jpg,
Arched Wood Nook,/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRT6000 Accessories,Web Images,Arched Wood Nook.jpg,superior_source/Web Images/Superior Images/Superior Fireplace Accessories/Superior Fireplace Accessories/WRT6000 Accessories/Arched Wood Nook.jpg,
WRT4820WS,/Indoor Fireplaces,Web Images,WRT4820WS.jpg,superior_source/Web Images/Indoor Fireplaces/WRT4820WS.jpg,
Appalachian Oak FA,/Superior Images/Superior Gas Logs/Superior Vented Logs,Web Images,Appalachian Oak FA.jpg,superior_source/Web Images/Superior Images/Superior Gas Logs/Superior Vented Logs/Appalachian Oak FA.jpg,
drl4543ST,Gas Fireplaces,Hi-Res Images,superior-dvfp-drl4543ST-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drl4543ST-hires-1.tif,1
LVD24GO,/Gas Logs/Vent-Free,Web Images,LVD24GO.jpg,superior_source/Web Images/Gas Logs/Vent-Free/LVD24GO.jpg,
vre4500,Outdoor Products,Hi-Res Images,superior-ovffp-vre4500-42-hires-1.tif,superior_source/Hi-Res Images/Outdoor Products/superior-ovffp-vre4500-42-hires-1.tif,1
vre4542,Outdoor Products,Hi-Res Images,superior-ovffp-vre4500-42-hires-1.tif,superior_source/Hi-Res Images/Outdoor Products/superior-ovffp-vre4500-42-hires-1.tif,1
VRE6000,/Outdoor Fireplaces,Web Images,VRE6000.jpg,superior_source/Web Images/Outdoor Fireplaces/VRE6000.jpg,
VRE3000,/Outdoor Fireplaces,Web Images,VRE3000.jpg,superior_source/Web Images/Outdoor Fireplaces/VRE3000.jpg,
VRE4500 1,/Superior Images/Superior Outdoor Products,Web Images,VRE4500 1.jpg,superior_source/Web Images/Superior Images/Superior Outdoor Products/VRE4500 1.jpg,1
wre3000,Outdoor Products,Hi-Res Images,superior-owbfp-wre3000-36-hires-1.tif,superior_source/Hi-Res Images/Outdoor Products/superior-owbfp-wre3000-36-hires-1.tif,1
wre3036,Outdoor Products,Hi-Res Images,superior-owbfp-wre3000-36-hires-1.tif,superior_source/Hi-Res Images/Outdoor Products/superior-owbfp-wre3000-36-hires-1.tif,1
drc6300,Gas Fireplaces,Hi-Res Images,superior-dvfp-drc6300-40-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drc6300-40-hires-1.tif,1
drc6340,Gas Fireplaces,Hi-Res Images,superior-dvfp-drc6300-40-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-dvfp-drc6300-40-hires-1.tif,1
brt4000,Gas Fireplaces,Hi-Res Images,superior-bvfp-brt4000-4536-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-bvfp-brt4000-4536-hires-1.tif,1
brt4536,Gas Fireplaces,Hi-Res Images,superior-bvfp-brt4000-4536-hires-1.tif,superior_source/Hi-Res Images/Gas Fireplaces/superior-bvfp-brt4000-4536-hires-1.tif,1
